movieId,title,tmdbId
7367,"Ladykillers, The (2004)",5516
7368,Never Die Alone (2004),20304
7369,Scooby-Doo 2: Monsters Unleashed (2004),11024
7371,Dogville (2003),553
7372,Ned Kelly (2003),10544
7373,Hellboy (2004),1487
7375,"Prince & Me, The (2004)",11137
7376,Walking Tall (2004),11358
7377,"United States of Leland, The (2003)",13573
7379,The Alamo (2004),10733
7380,Ella Enchanted (2004),14442
7381,"Whole Ten Yards, The (2004)",2122
7382,I'm Not Scared (Io non ho paura) (2003),25300
7386,"Ten Commandments, The (1956)",6844
7387,Dawn of the Dead (1978),923
7390,Prey for Rock & Roll (2003),28026
7394,Those Magnificent Men in Their Flying Machines (1965),10338
7395,Cheaper by the Dozen (1950),33839
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),133919
7411,Munchies (1987),4365
7414,Going in Style (1979),65066
7419,After Hours (1985),10843
7438,Kill Bill: Vol. 2 (2004),393
7439,"Punisher, The (2004)",7220
7440,Paper Clips (2004),33823
7443,This So-Called Disaster (2003),126117
7444,13 Going on 30 (2004),10096
7445,Man on Fire (2004),9509
7448,Envy (2004),10710
7449,Godsend (2004),11058
7450,Laws of Attraction (2004),11141
7451,Mean Girls (2004),10625
7454,Van Helsing (2004),7131
7455,"Mudge Boy, The (2003)",26899
7457,Breakin' All the Rules (2004),16428
7458,Troy (2004),652
7459,Carandiru (2003),8440
7460,Coffee and Cigarettes (2003),883
7477,Eye See You (D-Tox) (2002),10375
7479,Watch on the Rhine (1943),68440
7481,Enemy Mine (1985),11864
7482,Enter the Dragon (1973),9461
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),18329
7487,Henry & June (1990),17993
7492,Martin (1977),26517
7493,"Three Faces of Eve, The (1957)",28285
7541,100 Girls (2000),10035
7560,Fail-Safe (1964),502
7561,Paperhouse (1988),41965
7562,Dobermann (1997),10347
7564,Kwaidan (Kaidan) (1964),30959
7566,28 Up (1985),20561
7569,You Only Live Twice (1967),667
7570,Octopussy (1983),700
7572,Wit (2001),26976
7573,Never Say Never Again (1983),36670
7579,Pride and Prejudice (1940),43818
7581,"Fountainhead, The (1949)",24650
7584,Woman of the Year (1942),20640
7587,"Samouraï, Le (Godson, The) (1967)",5511
7614,Oklahoma! (1955),13936
7615,Desert Hearts (1985),294
7616,Body Double (1984),11507
7618,Chaplin (1992),10435
7619,"Miracle Worker, The (1962)",1162
7620,Monster in a Box (1992),34328
7624,School Ties (1992),14684
7636,Raising Cain (1992),13937
7646,Rose Red (2002),14980
7647,Noises Off... (1992),26670
7649,Babylon 5: In the Beginning (1998),10940
7650,"Witchfinder General (Conquerer Worm, The) (1968)",31965
7657,Versus (2000),5842
7669,Pride and Prejudice (1995),164721
7698,"China Syndrome, The (1979)",988
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",204
7701,Look Who's Talking Too (1990),9356
7702,"Bells of St. Mary's, The (1945)",32430
7704,"Delta Force, The (1986)",16113
7705,Pat and Mike (1952),33575
7706,Animal Crackers (1930),13913
7707,"He Said, She Said (1991)",17956
7708,Bedazzled (1967),18209
7713,Cat People (1942),25508
7714,Camelot (1967),18978
7716,"Lonely Guy, The (1984)",27171
7720,"Four Musketeers, The (1974)",12310
7727,Protocol (1984),37296
7728,"Postman Always Rings Twice, The (1946)",25736
7730,Matinee (1993),25389
7742,Baxter (1989),52794
7743,Explorers (1985),9872
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",19552
7748,Pierrot le fou (1965),2786
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),8075
7753,Tuesdays with Morrie (1999),26133
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),10235
7757,Jason and the Argonauts (1963),11533
7762,"Tinker, Tailor, Soldier, Spy (1979)",140207
7766,Throne of Blood (Kumonosu jô) (1957),3777
7767,"Best of Youth, The (La meglio gioventù) (2003)",11659
7772,Undercurrent (1946),44098
7773,"Bang, Bang, You're Dead (2002)",16876
7781,Twister (1990),77780
7782,Sniper (1993),9545
7786,Genghis Blues (1999),28030
7789,"11'09""01 - September 11 (2002)",1926
7792,"Parallax View, The (1974)",17365
7802,"Warriors, The (1979)",11474
7810,Babylon 5: A Call to Arms (1999),10916
7811,Babylon 5: The River of Souls (1998),10921
7812,Babylon 5: Thirdspace (1998),10941
7815,True Stories (1986),24798
7820,"Virgin Spring, The (Jungfrukällan) (1960)",11656
7822,Mogambo (1953),25009
7826,"Secret Life of Walter Mitty, The (1947)",40092
7831,Another Thin Man (1939),14589
7832,"Thin Man Goes Home, The (1945)",14594
7833,Shadow of the Thin Man (1941),14590
7834,After the Thin Man (1936),14588
7835,Song of the Thin Man (1947),14595
7839,Love Crazy (1941),20644
7840,Gunga Din (1939),24965
7841,Children of Dune (2003),192936
7842,Dune (2000),876
7843,Lammbock (2001),1583
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",17653
7845,Tremors II: Aftershocks (1996),11069
7846,Tremors 3: Back to Perfection (2001),10829
7879,Notorious C.H.O. (2002),57946
7882,The Plague of the Zombies (1966),29049
7883,I Walked with a Zombie (1943),27130
7884,Highway 61 (1991),8468
7888,How to Succeed in Business Without Really Trying (1967),22682
7889,Pat Garrett and Billy the Kid (1973),11577
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",21159
7894,"Duck, You Sucker (1971)",336
7895,Bring Me the Head of Alfredo Garcia (1974),11942
7896,Ride the High Country (1962),36206
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),49636
7900,Frankenstein Must Be Destroyed (1969),3075
7916,Gidget (1959),43096
7920,Desperate Living (1977),14262
7924,Stray Dog (Nora inu) (1949),30368
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",1059
7926,High and Low (Tengoku to jigoku) (1963),12493
7930,"People Under the Stairs, The (1991)",13122
7932,Dark Days (2000),14273
7934,Zelig (1983),11030
7936,Shame (Skammen) (1968),26372
7937,"Silence, The (Tystnaden) (1963)",11506
7938,Winter Light (Nattvardsgästerna) (1963),29455
7939,Through a Glass Darkly (Såsom i en spegel) (1961),11602
7940,The Magician (1958),29453
7943,"Killers, The (1946)",14638
7944,"Night of the Iguana, The (1964)",14703
7951,Nightbreed (1990),20481
7976,Ken Park (2002),7090
7979,Monterey Pop (1968),42632
7980,"Bridge Too Far, A (1977)",5902
7981,Infernal Affairs (Mou gaan dou) (2002),10775
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",4552
7983,Broadway Danny Rose (1984),12762
7984,From Beyond (1986),14510
7986,Robot Jox (1990),15618
7987,Dolls (1987),24341
7988,Space Truckers (1996),10690
7991,Death Race 2000 (1975),13282
7993,"Bucket Of Blood, A (1959)",22642
8008,Brigadoon (1954),18283
8010,"Power of One, The (1992)",13823
8011,"Weather Underground, The (2002)",14108
8012,Kikujiro (Kikujirô no natsu) (1999),4291
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",113
8015,"Phantom Tollbooth, The (1970)",28476
8016,"Getaway, The (1972)",5916
8019,Dark Water (Honogurai mizu no soko kara) (2002),12205
8024,"Thing Called Love, The (1993)",27804
8025,The Thief (1997),46187
8033,How to Steal a Million (1966),3001
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",39434
8042,Mean Streets (1973),203
8043,Jack the Bear (1993),38749
8044,I Am a Fugitive from a Chain Gang (1932),29740
8045,Hamburger Hill (1987),10652
8057,Sweet Bird of Youth (1962),33632
8092,Frankenstein Unbound (1990),3072
8093,Shiri (Swiri) (1999),10355
8094,Bad Day at Black Rock (1955),14554
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),250
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),19086
8119,Crossroads (1986),15392
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",41277
8125,Sunrise: A Song of Two Humans (1927),631
8126,Shock Corridor (1963),25504
8128,Au revoir les enfants (1987),1786
8131,Pursuit of Happiness (2001),210937
8132,Gladiator (1992),16219
8136,Indestructible Man (1956),48385
8137,"Wasp Woman, The (1959)",27545
8138,Attack of the Giant Leeches (1959),22718
8142,Dead or Alive: Hanzaisha (1999),11315
8143,Lola Montès (1955),35987
8147,Charly (1968),29146
8153,Lust for Life (1956),29592
8154,"Dolce Vita, La (1960)",439
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),823
8158,Rush (1991),20289
8167,Captain Blood (1935),16905
8169,*batteries not included (1987),11548
8183,Educating Rita (1983),38291
8188,Sansho the Bailiff (Sanshô dayû) (1954),20532
8189,Zazie dans le métro (1960),2546
8190,"Americanization of Emily, The (1964)",42791
8191,Anne of the Thousand Days (1969),22522
8195,"Avventura, L' (Adventure, The) (1960)",5165
8196,Beyond the Valley of the Dolls (1970),5722
8197,Hiroshima Mon Amour (1959),5544
8199,Ugetsu (Ugetsu monogatari) (1953),14696
8207,"Day of the Jackal, The (1973)",4909
8225,Night of the Living Dead (1990),19185
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",28257
8232,I Love You Again (1940),20643
8235,Safety Last! (1923),22596
8236,While the City Sleeps (1956),36786
8238,Little Murders (1971),27459
8239,Viridiana (1961),4497
8241,Masterminds (1997),25224
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),15371
8254,Arizona Dream (1993),11044
8261,3 Women (Three Women) (1977),41662
8264,Grey Gardens (1975),17346
8266,Purple Rain (1984),13763
8268,Point of No Return (1993),10498
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",11796
8275,College (1927),34847
8290,Mitchell (1975),32303
8293,Used People (1992),41779
8302,"Front Page, The (1931)",42814
8327,Dolls (2002),870
8331,"Man Who Came to Dinner, The (1942)",26319
8335,Make Way for Tomorrow (1937),41059
8336,"Major and the Minor, The (1942)",39871
8337,"Caine Mutiny, The (1954)",10178
8338,Black Narcissus (1947),16391
8340,Escape from Alcatraz (1979),10734
8341,Oliver Twist (1948),10949
8360,Shrek 2 (2004),809
8361,"Day After Tomorrow, The (2004)",435
8362,Raising Helen (2004),4599
8363,Soul Plane (2004),12657
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),28219
8366,Saved! (2004),13193
8368,Harry Potter and the Prisoner of Azkaban (2004),673
8369,Mindhunters (2004),16617
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",246
8371,"Chronicles of Riddick, The (2004)",2789
8372,Garfield: The Movie (2004),8920
8373,"Stepford Wives, The (2004)",9890
8375,"Hunting of the President, The (2004)",26254
8376,Napoleon Dynamite (2004),8193
8378,"Doctor, The (1991)",26142
8379,"Dresser, The (1983)",42122
8380,Father Hood (1993),65137
8382,Hello Again (1987),35151
8383,Hope Springs (2003),21544
8385,Lover Come Back (1961),40894
8387,Police Academy: Mission to Moscow (1994),11546
8391,Big Wednesday (1978),18387
8402,Book of Love (1990),52560
8405,Hour of the Wolf (Vargtimmen) (1968),18333
8410,Suddenly (1954),18398
8424,"Divorcee, The (1930)",80708
8425,Meet the Applegates (1991),76516
8426,Robot Carnival (Roboto kânibauru) (1987),33441
8427,Americathon (1979),47819
8446,Sands of Iwo Jima (1949),18712
8447,This Island Earth (1955),831
8450,Anthony Adverse (1936),37658
8451,Blackboard Jungle (1955),26516
8454,Luna Papa (1999),10573
8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),26451
8458,To Each His Own (1946),54568
8459,"Heiress, The (1949)",28571
8461,Dragon Seed (1944),123665
8462,Executive Suite (1954),43336
8463,Johnny Belinda (1948),62000
8464,Super Size Me (2004),9372
8465,Johnny Eager (1942),41495
8477,"Jetée, La (1962)",662
8481,Northwest Passage (1940),43805
8482,"Picture of Dorian Gray, The (1945)",16559
8484,"Human Condition I, The (Ningen no joken I) (1959)",31217
8487,Please Don't Eat the Daisies (1960),19414
8491,White Heat (1949),15794
8492,"Christmas Carol, A (Scrooge) (1951)",13188
8493,Memphis Belle (1990),12651
8494,"Cincinnati Kid, The (1965)",886
8495,Animal Factory (2000),9791
8500,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),38582
8501,"Hitcher, The (1986)",9542
8502,Show Boat (1951),17820
8506,Fear X (2003),37696
8507,Freaks (1932),136
8511,"Immigrant, The (1917)",47653
8512,Silent Movie (1976),10970
8518,Anna Christie (1930),42812
8521,Dr. Jekyll and Mr. Hyde (1931),3019
8526,Around the World in 80 Days (2004),10204
8528,Dodgeball: A True Underdog Story (2004),9472
8529,"Terminal, The (2004)",594
8530,Dear Frankie (2004),8981
8531,White Chicks (2004),12153
8532,"Door in the Floor, The (2004)",1944
8533,"Notebook, The (2004)",11036
8534,Two Brothers (Deux frères) (2004),1997
8535,De-Lovely (2004),15237
8542,"Day at the Races, A (1937)",11939
8571,Bob & Carol & Ted & Alice (1969),26520
8574,"Claymation Christmas Celebration, A (1987)",21386
8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",24908
8577,Comandante (2003),25783
8578,Undead (2003),8991
8580,Into the Woods (1991),23378
8581,Pirates of Silicon Valley (1999),3293
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),36947
8587,Mayor of the Sunset Strip (2003),61487
8588,Killing Me Softly (2002),14365
8591,"Philadelphia Experiment, The (1984)",10606
8593,Juice (1992),16136
8596,Revenge of the Pink Panther (1978),6081
8600,Angels with Dirty Faces (1938),13696
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),44494
8604,Taxi (1998),2330
8605,Taxi 3 (2003),2334
8607,Tokyo Godfathers (2003),13398
8609,Our Hospitality (1923),701
8610,All of Me (1984),10631
8611,"Farmer's Daughter, The (1947)",43466
8614,Overboard (1987),10780
8617,Butterfield 8 (1960),23724
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",29264
8622,Fahrenheit 9/11 (2004),1777
8623,Roxanne (1987),11584
8626,Dr. Terror's House of Horrors (1965),26811
8632,Secret Society (2002),161080
8633,"Last Starfighter, The (1984)",11884
8636,Spider-Man 2 (2004),558
8638,Before Sunset (2004),80
8640,King Arthur (2004),9477
8641,Anchorman: The Legend of Ron Burgundy (2004),8699
8643,"Cinderella Story, A (2004)",11247
8644,"I, Robot (2004)",2048
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",436
8650,Long Day's Journey Into Night (1962),43004
8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",10754
8665,"Bourne Supremacy, The (2004)",2502
8666,Catwoman (2004),314
8667,A Home at the End of the World (2004),18923
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",12206
8677,Flash Gordon Conquers the Universe (1940),68064
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",15244
8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",62395
8690,Slaughterhouse-Five (1972),24559
8695,"Bachelor and the Bobby-Soxer, The (1947)",27437
8711,Mr. Blandings Builds His Dream House (1948),32294
8712,My Favorite Wife (1940),41463
8713,"New Adventures of Pippi Longstocking, The (1988)",19051
8714,Night and Day (1946),43485
8718,"Snake Pit, The (1948)",62694
8720,"Super, The (1991)",53287
8724,"Leopard, The (Gattopardo, Il) (1963)",1040
8727,"Day of the Locust, The (1975)",5122
8730,To End All Wars (2001),1783
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",31522
8743,Biggles (1986),22976
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",42801
8753,Unprecedented: The 2000 Presidential Election (2002),41316
8754,"Prime of Miss Jean Brodie, The (1969)",5179
8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),53198
8765,This Gun for Hire (1942),16703
8771,Sherlock Holmes: Terror by Night (1946),20408
8772,"Spy Who Came in from the Cold, The (1965)",13580
8773,Sherlock Holmes and the Secret Weapon (1942),18706
8774,Sherlock Holmes: The Woman in Green (1945),34327
8778,Sherlock Holmes: Dressed to Kill (1946),20417
8781,"Manchurian Candidate, The (2004)",14462
8782,Thunderbirds (2004),14623
8783,"Village, The (2004)",6947
8784,Garden State (2004),401
8795,Musa the Warrior (Musa) (2001),23305
8796,"Funny Thing Happened on the Way to the Forum, A (1966)",17768
8798,Collateral (2004),1538
8799,Little Black Book (2004),14846
8800,Code 46 (2003),2577
8804,"Story of Women (Affaire de femmes, Une) (1988)",41975
8807,Harold and Kumar Go to White Castle (2004),11282
8808,"Princess Diaries 2: Royal Engagement, The (2004)",11130
8809,Danny Deckchair (2003),14389
8810,AVP: Alien vs. Predator (2004),395
8813,We Don't Live Here Anymore (2004),23601
8814,Without a Paddle (2004),10762
8815,Exorcist: The Beginning (2004),11026
8827,"Bill Cosby, Himself (1983)",20120
8830,Anacondas: The Hunt for the Blood Orchid (2004),11237
8831,Suspect Zero (2004),8080
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),14797
8833,Vanity Fair (2004),11632
8835,Paparazzi (2004),15644
8836,Wicker Park (2004),11208
8838,Alice Doesn't Live Here Anymore (1974),16153
8840,Who's That Knocking at My Door? (1967),42694
8844,Camera Buff (Amator) (1979),42164
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",12548
8860,Cellular (2004),9759
8861,Resident Evil: Apocalypse (2004),1577
8864,Mr. 3000 (2004),16232
8865,Sky Captain and the World of Tomorrow (2004),5137
8866,Wimbledon (2004),11823
8869,First Daughter (2004),13969
8870,"Forgotten, The (2004)",10145
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",1653
8874,Shaun of the Dead (2004),747
8875,"Come Back, Little Sheba (1952)",84214
8879,Murder on the Orient Express (1974),4176
8880,Mask (1985),11177
8894,Orca: The Killer Whale (1977),12707
8905,1492: Conquest of Paradise (1992),1492
8906,Cannibal Holocaust (1980),8689
8907,Shark Tale (2004),10555
8908,Ladder 49 (2004),11128
8910,I Heart Huckabees (2004),1599
8911,Raise Your Voice (2004),14024
8912,Taxi (2004),11045
8914,Primer (2004),14337
8915,Stage Beauty (2004),26108
8916,Shall We Dance? (2004),4380
8917,Team America: World Police (2004),3989
8918,Eulogy (2004),16358
8919,P.S. (2004),25313
8920,"Country Girl, The (1954)",2438
8921,"Rose Tattoo, The (1955)",65550
8928,"Fearless Vampire Killers, The (1967)",3053
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",18499
8934,Bebe's Kids (1992),36616
8937,Friday Night Lights (2004),13416
8938,Tarnation (2003),1435
8939,"Final Cut, The (2004)",11099
8943,Being Julia (2004),18701
8946,Surviving Christmas (2004),15566
8947,"Grudge, The (2004)",1970
8948,Alfie (2004),8849
8949,Sideways (2004),9675
8950,The Machinist (2004),4553
8951,Vera Drake (2004),11109
8952,Falling Angels (2003),48678
8954,Lightning in a Bottle (2004),126148
8955,Undertow (2004),16131
8957,Saw (2004),176
8958,Ray (2004),1677
8959,Birth (2004),10740
8961,"Incredibles, The (2004)",9806
8964,Callas Forever (2002),47959
8965,"Polar Express, The (2004)",5255
8966,Kinsey (2004),11184
8967,Seed of Chucky (Child's Play 5) (2004),11249
8968,After the Sunset (2004),10589
8969,Bridget Jones: The Edge of Reason (2004),9801
8970,Finding Neverland (2004),866
8972,National Treasure (2004),2059
8973,Bad Education (La mala educación) (2004),140
8974,"SpongeBob SquarePants Movie, The (2004)",11836
8977,Alexander (2004),1966
8978,Christmas with the Kranks (2004),13673
8979,Guerrilla: The Taking of Patty Hearst (2004),174787
8981,Closer (2004),2288
8982,I Am David (2003),15397
8983,House of Flying Daggers (Shi mian mai fu) (2004),9550
8984,Ocean's Twelve (2004),163
8985,Blade: Trinity (2004),36648
8987,Bush's Brain (2004),33377
8989,Damn Yankees! (1958),41253
8998,That's Entertainment (1974),33740
9004,D.A.R.Y.L. (1985),16248
9005,Fire in the Sky (1993),15613
9008,"Invisible Man Returns, The (1940)",28421
9010,Love Me If You Dare (Jeux d'enfants) (2003),8424
9018,Control Room (2004),18889
25746,"Hunchback of Notre Dame, The (1923)",18987
25750,Sherlock Jr. (1924),992
25752,"Freshman, The (1925)",42359
25753,Greed (1924),1405
25757,"Jazz Singer, The (1927)",939
25769,"Steamboat Bill, Jr. (1928)",25768
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",626
25773,Little Caesar (1931),27899
25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),48365
25788,Scarface (1932),877
25795,Dinner at Eight (1933),39130
25797,Gold Diggers of 1933 (1933),31511
25805,"Atalante, L' (1934)",43904
25825,Fury (1936),14615
25826,Libeled Lady (1936),31773
25827,Mr. Deeds Goes to Town (1936),24807
25833,Camille (1936),43874
25834,Captains Courageous (1937),16515
25841,Stage Door (1937),43864
25850,Holiday (1938),16274
25855,"Roaring Twenties, The (1939)",37698
25856,Wuthering Heights (1939),3084
25865,"Letter, The (1940)",17801
25870,Here Comes Mr. Jordan (1941),38914
25886,Random Harvest (1942),22387
25887,Tales of Manhattan (1942),27655
25898,Day of Wrath (Vredens dag) (1943),41391
25905,"Miracle of Morgan's Creek, The (1944)",42879
25906,Mr. Skeffington (1944),43307
25923,Great Expectations (1946),14320
25927,"Stranger, The (1946)",20246
25937,Easter Parade (1948),29380
25940,"Lady from Shanghai, The (1947)",3766
25946,"Three Musketeers, The (1948)",41609
25947,Unfaithfully Yours (1948),33115
25952,"Letter to Three Wives, A (1949)",45578
25959,Annie Get Your Gun (1950),25209
25962,King Solomon's Mines (1950),43388
25963,"Young and the Damned, The (Olvidados, Los) (1950)",800
25996,"Star Is Born, A (1954)",3111
25999,The Wild One (1953),28696
26002,Confidential Report (1955),44026
26003,Night and Fog (Nuit et brouillard) (1955),803
26038,Teacher's Pet (1958),43137
26048,"Human Condition II, The (Ningen no joken II) (1959)",34528
26052,Pickpocket (1959),690
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),36872
26073,"Human Condition III, The (Ningen no joken III) (1961)",34530
26078,Advise and Consent (1962),17185
26082,Harakiri (Seppuku) (1962),14537
26084,"Music Man, The (1962)",13671
26085,Mutiny on the Bounty (1962),11085
26095,"Carabineers, The (Carabiniers, Les) (1963)",52705
26116,"Hush... Hush, Sweet Charlotte (1964)",10299
26122,Onibaba (1964),3763
26124,Robinson Crusoe on Mars (1964),7348
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",17295
26133,"Charlie Brown Christmas, A (1965)",13187
26142,Major Dundee (1965),29715
26147,"Thousand Clowns, A (1965)",42731
26150,Andrei Rublev (Andrey Rublyov) (1969),895
26151,Au Hasard Balthazar (1966),20108
26152,Batman (1966),2661
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),789
26159,Tokyo Drifter (Tôkyô nagaremono) (1966),45706
26169,Branded to Kill (Koroshi no rakuin) (1967),17905
26171,Play Time (a.k.a. Playtime) (1967),10227
26172,Point Blank (1967),26039
26176,Titicut Follies (1967),41212
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),9929
26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)",20873
26195,Sympathy for the Devil (1968),50789
26198,"Yours, Mine and Ours (1968)",27983
26225,"Claire's Knee (Genou de Claire, Le) (1970)",2860
26231,Performance (1970),26606
26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",20848
26237,Zabriskie Point (1970),2998
26242,Duel (1971),839
26249,They Call Me Trinity (1971),9394
26258,"Topo, El (1970)",13041
26265,Dr. Phibes Rises Again (1972),18250
26283,Charley Varrick (1973),27331
26285,Dark Star (1974),1410
26303,Sisters (1973),22307
26308,Turkish Delight (Turks fruit) (1973),21035
26313,California Split (1974),32044
26317,Emmanuelle (1974),24402
26322,Gone in 60 Seconds (1974),16246
26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",8327
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",9385
26344,French Connection II (1975),10711
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",43430
26350,"Passenger, The (Professione: reporter) (1975)",9652
26357,Trilogy of Terror (1975),38783
26359,1900 (Novecento) (1976),3870
26365,Futureworld (1976),10640
26366,Harlan County U.S.A. (1976),33324
26375,Silver Streak (1976),11558
26386,High Anxiety (1977),12535
26391,"New York, New York (1977)",12637
26394,"Turning Point, The (1977)",61280
26399,Five Deadly Venoms (1978),13481
26401,Last Hurrah for Chivalry (Hao xia) (1979),13514
26409,"Clonus Horror, The (1979)",98851
26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),11537
26422,Hair (1979),10654
26429,Love at First Bite (1979),18966
26444,"Hitch Hikers Guide to the Galaxy, The (1981)",64353
26453,Smiley's People (1982),149645
26464,Blue Thunder (1983),6341
26467,"Day After, The (1983)",7012
26471,Eddie Murphy Delirious (1983),15251
26472,"Norte, El (1984)",17435
26492,Twilight Zone: The Movie (1983),15301
26498,Boy Meets Girl (1984),63418
26504,Cloak & Dagger (1984),48677
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",1884
26523,"Silent Night, Deadly Night (1984)",27414
26524,"Times of Harvey Milk, The (1984)",33138
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),8221
26528,Anne of Green Gables (1985),17663
26539,Death of a Salesman (1985),12615
26542,Ewoks: The Battle for Endor (1985),10372
26547,Police Story (Ging chaat goo si) (1985),9056
26554,"Quiet Earth, The (1985)",10176
26555,Spies Like Us (1985),9080
26562,White Nights (1985),16082
26564,'Round Midnight (1986),14670
26567,Club Paradise (1986),26555
26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",24657
26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",11471
26590,G.I. Joe: The Movie (1987),17421
26593,Hell Comes to Frogtown (1988),22572
26599,"Law of Desire (Ley del deseo, La) (1987)",4043
26603,Prince of Darkness (1987),8852
26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",30421
26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",18305
26614,"Bourne Identity, The (1988)",8677
26622,Dominick and Eugene (1988),49314
26629,Killer Klowns from Outer Space (1988),16296
26630,Moonwalker (1988),13192
26631,Alice (Neco z Alenky) (1988),18917
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),4271
26649,Lonesome Dove (1989),13057
26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),16859
26676,Almost an Angel (1990),25943
26680,Cry-Baby (1990),9768
26681,Bullet in the Head (1990),11909
26686,Ghost Dad (1990),10485
26693,It (1990),2670
26694,Ju Dou (1990),41821
26695,"Krays, The (1990)",21344
26696,Lionheart (1990),9399
26700,Nuns on the Run (1990),11131
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),14571
26704,State of Grace (1990),1662
26712,35 Up (1991),20562
26713,Days of Being Wild (A Fei jingjyuhn) (1990),18311
26717,Begotten (1990),1483
26726,Dutch (1991),25330
26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),4539
26732,Johnny Stecchino (1991),12776
26736,Riki-Oh: The Story of Ricky (Lik Wong) (1991),17467
26741,Mannequin 2: On the Move (1991),34376
26743,Only Yesterday (Omohide poro poro) (1991),15080
26745,Other People's Money (1991),6463
26750,Quigley Down Under (1990),9588
26761,Prime Suspect 2 (1992),215993
26764,Captain America (1990),13995
26765,City Hunter (Sing si lip yan) (1993),11198
26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),11621
26777,"Stolen Children (Ladro di bambini, Il) (1992)",47714
26778,Ladybugs (1992),19087
26782,"Mambo Kings, The (1992)",40082
26791,Shining Through (1992),31962
